,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,Churn
273,1,1,0,20,1,1,0,1,0,1,1,1,0,107.05,2172.05,1,1,0,0,0,1,0,0,0,0
550,0,1,1,72,1,1,1,1,1,0,1,1,1,110.3,7966.9,1,1,0,1,0,0,0,0,1,0
4966,0,1,1,19,1,1,0,0,0,0,0,0,0,50.1,910.45,1,0,0,0,1,0,0,0,0,0
1287,0,1,1,30,1,1,0,1,1,1,1,1,1,107.5,3242.5,0,1,0,0,0,1,0,0,0,0
6005,1,0,0,60,1,1,1,1,0,0,0,1,1,71.75,4374.55,1,0,0,0,0,1,0,1,0,0
5940,0,1,1,56,1,0,0,1,1,1,0,0,1,85.85,4793.8,1,1,0,0,0,0,1,1,0,0
4776,0,1,0,5,1,0,0,0,0,0,0,0,1,68.95,351.5,0,1,0,0,0,1,0,0,0,0
3010,1,0,1,38,1,1,1,0,0,0,0,0,1,80.45,3162.65,1,1,0,0,0,0,1,0,0,0
1997,0,1,1,67,1,1,0,0,1,1,1,1,1,105.65,6717.9,0,1,0,1,0,0,0,0,1,0
1006,0,0,0,18,1,1,0,0,0,1,0,1,1,90.1,1612.75,0,1,0,0,0,1,0,0,0,1
6072,0,1,1,13,1,0,0,0,0,0,0,0,0,18.8,251.25,0,0,1,0,0,0,1,0,0,0
5183,1,1,1,34,1,1,0,1,0,0,0,0,1,79.6,2718.3,0,1,0,0,0,0,1,0,0,1
6586,0,1,1,45,1,1,0,0,0,0,0,0,1,24.65,1171.3,0,0,1,0,1,0,0,0,1,0
5238,0,1,0,33,1,0,0,1,0,1,0,0,1,53.75,1857.3,0,0,0,0,1,0,0,1,0,0
2424,0,0,0,57,1,1,1,1,1,0,1,1,1,112.95,6465.0,0,1,0,1,0,0,0,0,1,1
759,0,1,1,72,1,1,1,1,0,1,0,0,1,90.35,6563.4,0,1,0,1,0,0,0,0,1,0
2124,0,1,0,5,0,0,0,0,0,0,0,0,1,24.95,100.4,1,0,0,0,0,1,0,0,0,1
3894,0,1,0,68,1,1,1,1,1,1,1,1,0,118.6,7990.05,0,1,0,0,0,0,1,0,1,0
1080,0,0,0,32,1,0,0,0,0,0,0,0,1,20.05,614.45,1,0,1,1,0,0,0,0,1,0
7006,0,0,0,40,1,1,0,1,1,0,1,1,1,104.5,4036.85,1,1,0,0,1,0,0,0,0,1
1278,0,1,1,36,0,0,1,0,1,1,1,1,0,60.7,2234.55,1,0,0,0,1,0,0,1,0,0
6697,0,0,0,30,1,1,1,0,1,0,1,1,1,79.3,2427.1,0,0,0,0,1,0,0,1,0,0
2968,0,0,0,3,1,0,0,1,1,0,0,1,0,90.4,268.45,1,1,0,0,0,1,0,0,0,0
4738,0,0,0,5,1,1,0,1,1,0,1,1,0,104.1,541.9,1,1,0,0,0,0,1,0,0,1
1015,0,1,1,12,1,0,0,0,0,0,0,1,0,53.65,696.35,1,0,0,0,1,0,0,1,0,1
3690,0,0,0,24,0,0,0,1,1,0,1,1,1,54.15,1240.25,0,0,0,0,1,0,0,0,0,1
1005,1,1,0,53,1,1,0,0,0,0,1,1,1,95.85,5016.25,0,1,0,0,1,0,0,1,0,0
1906,0,0,0,40,0,0,0,1,0,1,0,0,0,36.0,1382.9,1,0,0,0,1,0,0,1,0,0
2994,0,1,0,62,0,0,1,1,0,1,0,0,1,38.6,2345.55,1,0,0,0,1,0,0,0,1,0
6300,0,1,1,67,1,1,0,0,0,0,0,0,1,24.9,1680.25,0,0,1,0,0,0,1,0,1,0
1437,0,0,0,27,1,1,0,0,0,0,0,0,0,49.0,1291.35,1,0,0,0,0,0,1,0,0,0
3192,0,0,0,58,1,0,0,0,0,0,0,0,1,19.15,1035.5,1,0,1,1,0,0,0,0,1,0
1669,0,0,0,8,1,1,0,0,0,0,0,0,1,74.6,548.9,0,1,0,0,1,0,0,0,0,0
1098,0,1,1,67,1,1,1,1,0,1,0,0,0,89.55,6038.55,1,1,0,0,0,1,0,1,0,0
1190,0,0,0,38,1,1,1,1,0,0,1,1,1,104.85,3887.25,1,1,0,0,0,1,0,1,0,0
930,0,0,0,16,1,0,0,1,0,0,0,0,0,75.1,1212.85,0,1,0,1,0,0,0,0,0,0
5272,0,0,0,6,1,1,0,1,0,0,1,0,1,90.1,521.3,0,1,0,0,0,1,0,0,0,1
1366,0,1,0,10,1,1,0,0,0,0,1,0,1,85.6,813.85,1,1,0,0,0,1,0,0,0,1
4892,1,0,0,20,1,1,0,0,0,0,1,0,1,84.35,1745.2,1,1,0,0,0,1,0,0,0,0
1264,0,1,1,69,1,0,0,0,0,1,1,1,1,95.2,6671.7,1,1,0,0,1,0,0,0,1,0
4709,1,0,0,56,1,1,1,1,0,0,0,1,1,96.85,5219.65,0,1,0,0,0,1,0,0,0,0
2011,0,1,1,53,1,1,1,0,1,1,1,1,0,85.7,4616.1,1,0,0,0,0,1,0,0,0,0
1211,0,1,1,11,1,1,0,0,0,1,0,1,1,66.35,740.8,0,0,0,0,0,1,0,0,0,1
823,0,0,0,5,1,0,0,0,1,1,1,0,1,63.95,318.1,1,0,0,0,1,0,0,0,0,0
1794,0,1,1,71,1,1,1,1,1,1,1,1,0,91.05,6293.75,0,0,0,0,0,0,1,0,1,0
1174,0,0,0,14,1,1,0,1,0,0,0,0,1,54.25,773.2,0,0,0,0,0,0,1,1,0,0
4251,0,1,1,24,0,0,1,1,1,1,0,1,1,52.5,1208.15,0,0,0,0,0,0,1,0,1,0
2013,0,0,1,31,1,0,0,0,0,0,0,0,0,20.1,589.25,0,0,1,0,1,0,0,1,0,0
5997,0,0,0,6,1,1,0,1,0,0,1,0,1,89.75,552.65,0,1,0,0,0,1,0,0,0,0
81,0,1,1,11,0,0,1,0,0,0,1,1,0,50.55,565.35,0,0,0,0,0,1,0,0,0,0
6548,0,1,1,31,1,0,0,0,1,1,0,0,0,54.35,1647.0,1,0,0,0,0,0,1,0,0,0
5006,0,0,0,15,1,1,1,0,0,0,0,0,1,55.7,899.8,0,0,0,0,0,0,1,0,0,1
3496,0,0,0,25,1,0,1,0,0,0,0,0,0,74.3,1952.25,1,1,0,1,0,0,0,0,0,0
5836,0,0,0,6,1,0,0,0,0,0,0,0,0,19.15,124.4,1,0,1,0,0,0,1,1,0,0
6666,1,1,0,27,1,1,0,1,1,1,1,1,0,83.85,2310.2,0,0,0,0,0,1,0,0,0,0
2139,0,0,0,7,1,0,0,0,0,0,1,1,1,66.85,458.1,0,0,0,0,0,1,0,0,0,0
1957,0,1,0,46,1,1,1,0,0,0,0,0,0,53.1,2459.8,0,0,0,0,0,1,0,0,0,0
1202,0,1,0,53,1,0,0,1,0,0,1,1,1,94.25,4867.95,1,1,0,1,0,0,0,1,0,1
951,0,0,0,8,1,0,0,1,0,0,0,0,0,75.6,535.55,0,1,0,0,0,1,0,0,0,0
5217,0,0,0,10,1,1,0,0,0,0,0,0,1,24.5,270.15,0,0,1,0,0,0,1,0,0,0
5878,0,0,0,3,1,0,0,0,0,0,0,0,0,21.2,52.05,1,0,1,0,0,0,1,1,0,0
4686,1,0,0,72,1,1,1,1,1,1,0,1,1,107.4,7748.75,0,1,0,1,0,0,0,0,1,0
3003,0,0,1,27,1,1,0,0,0,1,0,0,1,79.5,2180.55,1,1,0,0,0,1,0,0,0,1
1150,0,0,0,41,0,0,0,1,0,0,0,1,1,40.35,1677.85,0,0,0,0,0,1,0,0,0,0
5291,0,1,0,68,1,1,0,1,1,0,0,0,0,86.45,5762.95,0,1,0,0,1,0,0,1,0,0
2681,0,1,0,46,0,0,1,0,1,1,0,0,0,40.4,1842.7,1,0,0,0,1,0,0,0,1,0
1246,0,1,1,45,1,1,1,1,0,0,1,1,1,105.15,4730.9,0,1,0,0,0,1,0,0,0,0
6653,0,0,0,28,0,0,0,0,1,0,0,0,1,29.75,790.7,0,0,0,0,0,0,1,0,0,0
4959,0,1,1,1,1,0,0,0,0,0,0,0,1,20.15,20.15,0,0,1,0,1,0,0,0,0,1
4697,0,1,0,72,1,0,0,0,1,0,1,1,1,94.65,6747.35,1,1,0,0,0,1,0,0,0,0
4011,0,1,1,23,1,0,0,0,0,0,0,0,1,19.65,451.55,0,0,1,0,0,0,1,0,1,0
6111,0,0,0,40,1,1,0,0,0,0,0,1,0,83.85,3532.25,0,1,0,1,0,0,0,0,0,0
3314,0,0,0,37,1,0,0,1,1,0,0,0,0,80.05,3019.1,0,1,0,0,0,1,0,1,0,0
55,1,0,0,18,1,1,0,0,0,0,1,1,1,95.45,1752.55,1,1,0,0,0,1,0,0,0,1
3233,1,1,0,4,0,0,0,0,1,0,0,0,1,29.9,118.25,1,0,0,0,0,1,0,0,0,0
1370,0,0,0,27,1,0,0,0,0,0,0,0,1,20.25,538.2,0,0,1,1,0,0,0,0,1,0
781,0,1,1,5,1,0,0,0,0,0,0,0,0,44.8,220.45,0,0,0,0,0,0,1,0,0,0
2961,0,0,0,12,1,0,0,1,0,1,0,0,1,53.75,648.65,1,0,0,0,0,0,1,0,0,0
4206,0,1,1,72,1,1,1,1,1,1,1,1,1,116.8,8456.75,0,1,0,0,1,0,0,0,1,0
2240,1,1,1,72,1,1,1,1,1,1,1,1,1,89.55,6448.85,0,0,0,0,1,0,0,0,1,0
570,0,1,1,60,1,0,0,0,0,0,0,0,1,19.25,1103.25,0,0,1,0,1,0,0,0,1,0
3073,0,0,0,52,0,0,1,1,1,0,1,1,1,58.75,3038.55,0,0,0,1,0,0,0,0,1,0
37,0,0,0,46,1,0,0,0,1,0,0,0,1,74.8,3548.3,0,1,0,0,1,0,0,0,0,0
6688,0,1,1,12,1,0,0,0,0,0,0,0,0,20.3,224.5,0,0,1,1,0,0,0,0,1,0
5130,0,0,0,8,0,0,1,0,0,0,0,0,1,30.45,226.45,1,0,0,0,0,1,0,0,0,1
5605,0,1,1,10,1,0,0,0,1,0,1,0,0,60.2,563.5,1,0,0,0,0,0,1,0,0,0
5611,1,1,0,58,1,1,0,0,0,1,1,1,1,100.4,5749.8,0,1,0,1,0,0,0,0,0,0
4957,0,0,0,13,1,0,0,0,0,0,0,0,1,20.4,251.65,1,0,1,0,0,1,0,0,0,0
1225,0,1,0,16,0,0,0,0,0,1,1,1,1,49.95,810.2,0,0,0,0,0,1,0,0,0,1
1561,0,0,0,1,1,1,0,0,0,0,0,0,1,74.95,74.95,1,1,0,0,0,1,0,0,0,1
937,0,0,0,6,1,1,1,0,0,0,0,0,1,79.05,434.5,0,1,0,0,0,1,0,0,0,1
474,0,1,1,1,1,0,0,1,0,0,0,0,1,74.7,74.7,0,1,0,0,0,1,0,0,0,1
597,0,0,0,4,1,1,0,0,0,1,0,1,0,65.55,237.2,1,0,0,0,0,0,1,0,0,0
6905,0,0,1,30,0,0,0,0,0,0,1,1,1,44.5,1307.8,1,0,0,0,0,1,0,0,0,0
2382,0,0,0,29,0,0,1,1,0,1,0,0,0,39.5,1082.75,0,0,0,0,1,0,0,1,0,0
6946,0,0,1,48,0,0,0,1,1,0,0,1,0,45.55,2108.35,0,0,0,0,1,0,0,0,0,0
6480,0,0,1,13,1,0,0,0,1,1,0,0,0,53.45,718.1,0,0,0,0,0,0,1,0,0,0
849,0,1,1,72,1,1,1,1,1,1,1,1,0,89.8,6510.45,0,0,0,0,1,0,0,0,1,0
6229,0,1,0,72,1,1,0,1,1,1,1,1,1,85.45,6227.5,1,0,0,0,1,0,0,0,1,0
2175,0,0,0,30,1,0,0,0,0,1,1,0,0,85.15,2555.9,0,1,0,0,0,1,0,0,0,1
1010,0,0,0,3,1,0,1,0,0,0,0,0,1,50.15,160.85,1,0,0,0,0,0,1,0,0,0
4351,0,0,0,7,1,0,0,0,0,0,0,0,0,20.35,150.6,0,0,1,0,0,0,1,0,0,0
24,0,1,1,49,1,0,1,1,0,1,0,0,0,59.6,2970.3,1,0,0,0,1,0,0,0,0,0
4801,0,1,1,72,1,1,1,1,1,1,0,1,0,80.85,5824.75,0,0,0,1,0,0,0,0,1,0
5745,0,1,1,61,1,1,0,0,0,0,0,0,1,24.2,1445.2,0,0,1,0,0,0,1,0,1,0
6801,0,1,1,19,1,1,0,0,0,1,0,1,1,89.35,1686.85,0,1,0,1,0,0,0,1,0,0
2584,0,1,0,58,1,0,1,1,0,0,1,0,1,65.25,3791.6,0,0,0,0,1,0,0,0,0,0
3309,0,0,0,25,1,0,0,0,0,0,0,0,0,19.9,527.5,0,0,1,0,1,0,0,1,0,0
758,0,0,1,15,1,0,0,1,0,0,0,1,1,85.9,1269.55,0,1,0,1,0,0,0,0,0,1
349,1,1,0,64,1,0,1,1,1,0,0,1,0,97.0,6430.9,0,1,0,1,0,0,0,1,0,0
1907,0,0,0,7,1,0,1,1,0,1,1,1,1,78.5,571.05,0,0,0,0,0,1,0,0,0,0
525,0,0,0,52,1,0,1,0,1,0,1,0,0,91.25,4738.3,1,1,0,0,0,1,0,1,0,0
2312,0,0,0,18,1,0,0,0,0,0,0,0,0,20.1,401.85,1,0,1,0,0,0,1,1,0,0
1509,0,0,0,17,1,0,0,0,1,0,0,0,1,76.65,1313.55,1,1,0,0,0,1,0,0,0,1
4655,0,0,0,32,1,1,1,0,0,0,1,1,0,74.75,2282.95,0,0,0,0,0,0,1,1,0,0
3349,0,1,0,11,1,1,0,0,1,0,1,1,1,99.5,1056.95,0,1,0,0,0,1,0,0,0,1
4400,0,1,1,7,0,0,0,0,0,0,0,0,1,24.7,149.05,0,0,0,0,0,1,0,0,0,0
5944,0,0,0,12,1,0,1,0,0,1,0,0,0,56.65,654.85,1,0,0,0,0,0,1,0,0,1
477,0,1,1,7,1,0,1,1,1,1,1,0,1,75.7,554.05,0,0,0,0,0,1,0,0,0,0
4546,0,1,1,12,1,1,0,1,1,0,0,0,1,84.5,916.9,0,1,0,0,0,1,0,0,0,1
6712,0,1,1,28,1,0,0,0,1,0,1,0,0,85.45,2289.9,1,1,0,0,0,1,0,0,0,0
2884,1,1,1,72,1,1,1,1,1,1,1,1,1,90.15,6716.45,0,0,0,1,0,0,0,0,1,0
4205,0,1,1,24,1,1,1,0,1,0,1,1,0,78.6,1846.65,0,0,0,0,1,0,0,0,1,0
4497,1,1,0,60,1,0,0,1,1,0,1,1,1,97.95,5867.0,1,1,0,0,0,1,0,1,0,0
3488,0,0,0,9,1,1,0,0,0,0,0,1,0,59.9,542.4,1,0,0,0,0,0,1,0,0,0
4588,0,1,0,33,1,1,0,0,1,1,0,1,1,95.0,3008.15,0,1,0,0,1,0,0,0,0,0
5271,0,0,1,13,1,0,0,0,0,0,1,1,0,66.4,831.75,1,0,0,0,1,0,0,0,0,0
2264,0,0,0,70,1,1,1,1,1,1,1,1,1,114.95,7711.25,1,1,0,1,0,0,0,0,1,0
3697,0,1,1,32,1,1,1,0,0,0,1,0,0,89.6,2901.8,0,1,0,0,0,1,0,0,0,0
5808,0,1,0,72,1,1,0,1,1,1,1,1,1,108.4,7719.5,1,1,0,0,0,1,0,0,1,0
5809,0,0,0,6,1,0,0,1,0,0,0,1,1,85.95,514.6,0,1,0,0,0,0,1,0,0,0
27,0,1,1,1,0,0,0,1,0,0,0,0,0,30.2,30.2,1,0,0,0,0,1,0,0,0,1
5603,0,0,0,1,1,0,1,0,0,0,0,0,1,48.6,48.6,0,0,0,0,1,0,0,0,0,1
4690,0,1,0,31,1,0,0,0,1,1,0,1,1,66.4,2019.8,1,0,0,0,1,0,0,0,0,0
6182,0,1,1,72,1,1,1,1,1,1,1,1,0,88.7,6501.35,1,0,0,0,1,0,0,0,1,0
1898,1,0,0,5,1,0,0,0,0,0,0,1,0,78.95,378.4,0,1,0,0,0,1,0,0,0,1
4296,0,1,1,35,1,1,1,0,1,1,1,0,0,72.25,2568.55,0,0,0,0,0,1,0,0,0,1
5331,0,1,1,44,0,0,1,1,1,1,0,1,1,54.05,2375.2,1,0,0,0,1,0,0,0,1,0
6528,0,1,1,70,1,0,0,0,0,0,0,0,0,20.35,1458.1,1,0,1,0,1,0,0,0,1,0
2191,1,0,0,1,1,0,0,0,0,0,1,1,1,91.3,91.3,0,1,0,0,0,1,0,0,0,1
2291,0,0,0,4,1,1,0,0,0,0,1,0,1,85.65,321.65,0,1,0,0,0,1,0,0,0,1
7015,1,1,0,34,1,0,0,0,1,0,1,0,1,85.2,2874.45,1,1,0,0,1,0,0,0,0,0
6628,0,0,0,7,1,0,0,1,0,0,1,1,1,94.05,633.45,0,1,0,0,0,0,1,1,0,0
4889,0,1,1,47,1,1,1,1,1,1,1,1,1,113.45,5317.8,1,1,0,1,0,0,0,1,0,0
2399,0,1,0,12,0,0,0,0,1,0,1,1,1,49.85,617.15,0,0,0,1,0,0,0,0,0,0
5668,1,1,0,39,1,1,0,0,0,1,1,1,1,101.25,3949.15,0,1,0,0,0,1,0,0,0,0
4181,0,1,0,62,1,1,0,0,1,0,1,1,1,101.35,6164.7,0,1,0,0,0,1,0,0,0,0
203,0,0,1,13,1,0,0,0,0,0,1,0,1,78.3,1033.95,1,1,0,0,1,0,0,0,0,0
3156,0,0,0,25,1,0,0,0,0,0,0,0,0,19.05,461.3,0,0,1,0,0,0,1,0,0,0
7020,0,1,1,12,1,0,0,0,0,0,0,0,1,19.2,239.0,1,0,1,0,0,1,0,0,0,0
5593,0,1,0,31,1,0,1,1,1,1,0,1,1,75.5,2424.45,1,0,0,0,1,0,0,1,0,0
6532,1,0,0,18,1,0,0,0,0,0,0,0,0,20.35,369.6,0,0,1,1,0,0,0,1,0,0
6461,0,1,0,49,1,0,0,1,0,0,1,0,1,85.3,4297.95,1,1,0,0,1,0,0,0,0,0
2842,0,0,0,4,0,0,1,0,1,1,0,1,0,48.25,202.25,0,0,0,0,0,0,1,0,0,0
2473,0,1,1,6,1,0,0,0,0,0,0,0,0,19.85,119.3,0,0,1,0,0,0,1,0,0,0
1088,1,1,0,17,1,1,0,0,1,0,1,1,1,100.45,1622.45,1,1,0,0,1,0,0,0,0,1
4802,0,0,0,28,1,0,0,1,0,1,0,0,0,54.65,1517.5,0,0,0,1,0,0,0,0,0,0
3137,0,1,1,41,1,1,0,1,1,1,1,1,1,109.1,4454.25,0,1,0,1,0,0,0,1,0,0
1112,1,0,0,71,1,1,1,1,1,1,1,1,0,89.85,6293.45,0,0,0,0,0,0,1,0,1,0
5618,0,0,0,11,1,0,0,0,0,0,0,0,0,20.35,215.25,1,0,1,0,0,0,1,0,0,0
1878,0,0,0,3,1,0,0,0,0,0,0,0,1,20.75,67.1,1,0,1,0,1,0,0,0,0,0
2597,0,1,0,71,1,1,1,1,1,0,1,1,1,109.6,7854.15,1,1,0,0,0,1,0,1,0,0
4107,0,1,0,72,1,1,1,1,0,0,0,1,1,94.45,6921.7,0,1,0,0,1,0,0,0,1,0
4505,0,1,0,72,1,1,0,0,0,0,0,0,1,26.0,1776.0,0,0,1,0,0,0,1,0,1,0
3999,1,0,0,2,1,0,0,0,0,0,0,0,1,69.6,131.65,0,1,0,0,0,1,0,0,0,1
279,0,0,0,5,1,0,0,1,0,0,0,0,0,50.55,244.75,0,0,0,1,0,0,0,0,0,0
6962,1,1,0,27,1,0,1,0,1,0,1,1,1,101.25,2754.45,0,1,0,0,0,1,0,0,0,1
5693,1,1,0,72,1,1,0,0,1,0,1,1,1,73.45,5329.0,1,0,0,0,1,0,0,0,1,0
3051,0,1,1,71,1,1,1,1,1,1,1,1,0,89.9,6342.7,0,0,0,1,0,0,0,0,1,0
1126,0,0,0,7,1,0,0,0,1,0,0,0,0,74.65,544.55,1,1,0,0,0,0,1,0,0,1
2294,0,0,0,12,1,1,0,1,1,0,1,1,1,106.7,1253.9,1,1,0,0,0,1,0,0,0,1
6990,0,1,0,36,1,0,1,0,0,0,1,1,1,93.6,3366.05,1,1,0,0,0,1,0,0,0,0
5317,0,0,0,6,1,0,0,0,0,1,0,0,1,49.65,267.35,0,0,0,1,0,0,0,0,0,1
702,0,0,0,29,1,1,0,0,0,0,0,1,1,84.9,2516.2,1,1,0,0,0,1,0,0,0,0
6363,0,0,0,9,1,0,1,0,0,0,0,0,1,74.85,708.2,0,1,0,0,0,1,0,0,0,0
4615,0,1,0,72,1,1,1,1,0,1,0,0,0,64.75,4804.75,0,0,0,1,0,0,0,0,1,0
6885,0,0,1,12,1,1,0,0,0,0,0,0,1,73.75,871.4,1,1,0,0,1,0,0,0,0,1
6659,0,1,0,72,1,1,1,1,1,1,1,1,0,92.3,6719.9,1,0,0,0,1,0,0,0,1,0
991,0,0,0,58,1,1,0,0,0,0,0,0,0,24.35,1423.85,0,0,1,0,1,0,0,0,1,0
3994,1,1,0,54,1,1,0,1,0,0,1,1,1,101.5,5373.1,0,1,0,0,1,0,0,1,0,1
38,0,0,0,34,1,1,0,1,1,0,1,1,1,106.35,3549.25,1,1,0,0,0,1,0,0,0,1
976,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,1,1,0,0,0,1,0,0,0,1
5573,1,0,0,1,1,0,0,0,0,0,0,0,1,69.85,69.85,0,1,0,0,0,1,0,0,0,1
5429,0,1,1,72,1,1,1,1,1,1,0,1,1,79.5,5661.7,0,0,0,1,0,0,0,0,1,0
5539,0,1,1,22,1,0,0,0,0,0,0,0,0,19.95,433.5,1,0,1,0,0,0,1,1,0,0
12,0,1,0,58,1,1,0,0,1,0,1,1,0,100.35,5681.1,1,1,0,0,1,0,0,1,0,0
287,0,1,0,1,1,0,0,0,0,0,0,0,0,70.0,70.0,1,1,0,0,0,1,0,0,0,1
4646,0,0,0,1,1,0,0,0,0,0,0,0,1,70.7,70.7,0,1,0,0,0,0,1,0,0,0
1675,0,0,0,29,1,0,0,0,0,0,1,0,1,78.9,2384.15,0,1,0,0,0,1,0,0,0,1
3261,0,1,1,68,1,0,1,1,1,1,1,1,1,85.0,5607.75,0,0,0,0,1,0,0,0,1,0
378,0,0,0,61,1,1,1,1,1,1,1,1,0,89.65,5308.7,0,0,0,0,0,1,0,0,1,0
4390,0,1,1,22,1,0,1,1,0,1,0,0,1,57.95,1271.8,1,0,0,0,0,0,1,0,0,0
5508,0,1,0,70,1,1,0,0,0,0,0,0,0,25.15,1940.85,1,0,1,1,0,0,0,0,1,0
63,0,1,1,18,1,0,0,0,1,1,0,0,1,54.4,957.1,0,0,0,0,1,0,0,1,0,0
6282,0,1,1,4,1,0,0,0,0,0,0,0,0,19.55,68.8,1,0,1,0,1,0,0,0,1,0
3570,0,1,1,16,1,0,0,0,0,0,0,0,0,20.5,290.55,1,0,1,0,0,0,1,0,1,0
3816,1,1,1,50,1,1,1,1,1,0,0,1,1,75.15,3822.45,1,0,0,1,0,0,0,0,1,0
3494,0,1,1,9,1,1,0,0,0,0,1,0,1,85.35,754.65,0,1,0,1,0,0,0,0,0,1
3849,0,1,0,58,1,1,1,1,1,0,1,1,1,109.45,6144.55,0,1,0,1,0,0,0,0,1,1
7039,0,1,1,72,1,1,0,1,1,0,1,1,1,103.2,7362.9,0,1,0,0,1,0,0,1,0,0
920,0,1,0,60,1,1,0,0,0,0,0,0,0,24.15,1505.9,1,0,1,1,0,0,0,1,0,0
2256,0,0,1,15,1,0,1,1,1,1,0,0,0,65.6,1010.0,0,0,0,0,1,0,0,1,0,0
5908,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,1,0,1,0,0,0,1,0,0,1
1628,1,1,0,30,1,1,0,1,0,0,1,0,1,90.05,2627.2,0,1,0,0,0,1,0,0,0,0
4079,0,1,0,10,1,1,1,0,0,0,0,0,1,78.15,765.15,0,1,0,0,1,0,0,0,0,0
3796,0,0,0,15,1,1,0,0,0,0,0,0,1,49.1,679.55,0,0,0,0,0,1,0,0,0,1
2845,0,0,0,11,1,0,0,1,1,1,0,1,1,94.2,999.9,0,1,0,0,0,1,0,0,0,0
2165,0,0,0,13,1,0,0,0,0,0,0,0,0,20.2,273.25,0,0,1,0,0,0,1,1,0,0
4716,0,1,0,66,1,1,1,1,1,0,0,0,0,66.9,4370.25,0,0,0,1,0,0,0,0,1,0
2127,0,1,0,40,0,0,1,1,1,0,0,0,1,42.35,1716.45,1,0,0,0,0,1,0,1,0,1
6259,0,1,1,60,1,0,0,1,0,1,1,1,0,76.95,4543.95,1,0,0,1,0,0,0,0,1,0
5867,1,1,0,44,1,0,0,0,0,0,0,0,1,19.35,847.25,1,0,1,0,1,0,0,0,1,0
4427,0,0,0,49,1,0,0,0,1,1,1,1,0,100.65,4917.75,0,1,0,0,1,0,0,0,1,0
3216,0,1,1,1,1,0,0,0,1,0,0,0,0,50.45,50.45,0,0,0,0,0,0,1,0,0,1
1464,0,0,0,9,1,0,1,0,0,1,0,1,0,64.95,547.8,1,0,0,0,0,0,1,0,0,0
237,0,1,0,18,1,1,0,0,0,0,0,0,1,73.15,1305.95,1,1,0,0,0,1,0,0,0,0
2414,0,1,0,25,1,0,0,0,0,0,0,0,1,20.2,507.9,0,0,1,1,0,0,0,1,0,0
6854,0,0,0,2,1,0,0,0,0,0,0,0,0,20.0,32.7,1,0,1,0,0,0,1,0,0,0
67,0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,0,0,0,0,0,0,1,0,1,0
2707,0,0,0,3,1,0,0,0,1,1,1,1,1,98.7,293.65,1,1,0,0,0,1,0,0,0,1
6797,0,0,0,27,1,0,0,0,0,0,0,0,1,69.05,1793.25,1,1,0,0,0,0,1,0,0,0
1582,0,1,1,56,1,1,1,0,0,0,1,0,0,65.2,3512.15,0,0,0,1,0,0,0,1,0,0
4297,0,0,0,45,1,1,1,0,0,1,0,1,0,73.55,3349.1,0,0,0,0,0,0,1,0,1,0
6115,0,1,1,72,1,0,1,1,1,1,1,1,1,109.5,7854.9,0,1,0,0,1,0,0,0,1,0
3929,0,1,1,50,1,0,0,0,0,0,0,0,1,44.8,2230.85,1,0,0,1,0,0,0,1,0,0
2666,0,0,1,66,1,0,0,1,1,1,1,1,1,79.5,5196.1,1,0,0,0,1,0,0,0,1,0
557,0,0,0,38,1,0,1,1,0,1,1,0,0,70.6,2708.2,1,0,0,0,0,0,1,1,0,0
4000,1,0,0,39,1,1,0,0,1,0,1,1,1,99.75,4036.0,0,1,0,0,0,1,0,0,0,0
2881,0,1,0,31,1,0,1,0,0,1,0,1,1,64.0,1910.75,0,0,0,0,0,1,0,1,0,0
6524,0,0,1,10,1,1,0,0,0,0,1,1,0,95.2,930.4,1,1,0,0,0,1,0,0,0,1
4147,1,1,0,71,1,1,0,0,0,0,0,0,0,24.85,1901.0,1,0,1,1,0,0,0,0,1,0
1893,0,0,1,16,1,1,1,1,0,0,0,1,1,69.1,1083.7,1,0,0,0,0,1,0,0,0,0
2803,0,0,0,43,1,0,0,0,0,0,0,0,1,19.65,779.25,0,0,1,1,0,0,0,0,1,0
4796,0,1,0,55,1,0,1,0,0,0,1,1,1,94.75,5276.1,0,1,0,0,0,1,0,1,0,0
6746,0,1,1,4,1,0,0,1,0,1,0,0,0,56.5,235.1,0,0,0,0,0,0,1,0,0,1
6497,0,0,0,52,1,1,0,1,1,0,1,1,1,103.05,5364.8,1,1,0,0,0,1,0,0,0,0
4840,1,0,0,43,0,0,1,1,0,0,0,0,1,33.45,1500.25,0,0,0,0,1,0,0,0,0,0
3272,0,0,0,1,1,1,1,0,0,0,0,0,1,81.7,81.7,1,1,0,0,0,1,0,0,0,1
2131,0,1,1,42,0,0,1,0,1,1,1,0,0,48.15,2032.3,1,0,0,0,1,0,0,0,1,0
